,breed,id,breed_name
16119,n02110185,n02110185_5030.jpg,Siberian_husky
14771,n02088364,n02088364_5572.jpg,beagle
19431,n02100583,n02100583_10834.jpg,vizsla
2755,n02101556,n02101556_4698.jpg,clumber
8190,n02088632,n02088632_4584.jpg,bluetick
13423,n02113799,n02113799_1572.jpg,standard_poodle
12629,n02087394,n02087394_3477.jpg,Rhodesian_ridgeback
7456,n02108422,n02108422_3177.jpg,bull_mastiff
15089,n02097209,n02097209_1889.jpg,standard_schnauzer
8785,n02097658,n02097658_6044.jpg,silky_terrier
17302,n02087046,n02087046_3923.jpg,toy_terrier
8745,n02097658,n02097658_5420.jpg,silky_terrier
18950,n02101006,n02101006_4341.jpg,Gordon_setter
14046,n02111500,n02111500_3672.jpg,Great_Pyrenees
9619,n02098105,n02098105_2143.jpg,soft
1114,n02086646,n02086646_2355.jpg,Blenheim_spaniel
4639,n02089078,n02089078_3821.jpg,black
5859,n02095314,n02095314_3527.jpg,wire
6795,n02102480,n02102480_7929.jpg,Sussex_spaniel
12012,n02097474,n02097474_6580.jpg,Tibetan_terrier
2758,n02101556,n02101556_488.jpg,clumber
8981,n02107574,n02107574_1249.jpg,Greater_Swiss_Mountain_dog
1110,n02086646,n02086646_1246.jpg,Blenheim_spaniel
19326,n02113624,n02113624_1023.jpg,toy_poodle
4471,n02101388,n02101388_2999.jpg,Brittany_spaniel
15058,n02097209,n02097209_1353.jpg,standard_schnauzer
12004,n02097474,n02097474_5523.jpg,Tibetan_terrier
8933,n02107574,n02107574_592.jpg,Greater_Swiss_Mountain_dog
3455,n02113712,n02113712_3079.jpg,miniature_poodle
10296,n02107683,n02107683_4018.jpg,Bernese_mountain_dog
823,n02106662,n02106662_18113.jpg,German_shepherd
5005,n02097130,n02097130_4050.jpg,giant_schnauzer
18341,n02111129,n02111129_3891.jpg,Leonberg
2492,n02102973,n02102973_4511.jpg,Irish_water_spaniel
17257,n02087046,n02087046_6003.jpg,toy_terrier
13028,n02089867,n02089867_712.jpg,Walker_hound
9615,n02098105,n02098105_2297.jpg,soft
17193,n02110958,n02110958_12128.jpg,pug
9244,n02108000,n02108000_1516.jpg,EntleBucher
9378,n02108000,n02108000_3291.jpg,EntleBucher
20333,n02110627,n02110627_1966.jpg,affenpinscher
6483,n02112350,n02112350_8875.jpg,keeshond
10211,n02107683,n02107683_1076.jpg,Bernese_mountain_dog
11532,n02105056,n02105056_4956.jpg,groenendael
18218,n02094114,n02094114_2440.jpg,Norfolk_terrier
17449,n02095889,n02095889_2769.jpg,Sealyham_terrier
8358,n02096294,n02096294_5844.jpg,Australian_terrier
15466,n02102040,n02102040_1719.jpg,English_springer
11883,n02096177,n02096177_1913.jpg,cairn
6926,n02111889,n02111889_15995.jpg,Samoyed
1179,n02086646,n02086646_3471.jpg,Blenheim_spaniel
3162,n02104365,n02104365_7892.jpg,schipperke
2863,n02101556,n02101556_4241.jpg,clumber
12752,n02087394,n02087394_11337.jpg,Rhodesian_ridgeback
16161,n02110185,n02110185_8327.jpg,Siberian_husky
19421,n02100583,n02100583_14018.jpg,vizsla
17936,n02092002,n02092002_5652.jpg,Scottish_deerhound
3980,n02108089,n02108089_11616.jpg,boxer
11166,n02113186,n02113186_4902.jpg,Cardigan
8642,n02098413,n02098413_9304.jpg,Lhasa
3667,n02112137,n02112137_10677.jpg,chow
16998,n02102318,n02102318_9452.jpg,cocker_spaniel
14536,n02085936,n02085936_2422.jpg,Maltese_dog
15898,n02091244,n02091244_2742.jpg,Ibizan_hound
6932,n02111889,n02111889_662.jpg,Samoyed
2517,n02102973,n02102973_782.jpg,Irish_water_spaniel
15278,n02099849,n02099849_4180.jpg,Chesapeake_Bay_retriever
5936,n02090721,n02090721_1085.jpg,Irish_wolfhound
15029,n02097209,n02097209_2477.jpg,standard_schnauzer
14239,n02093991,n02093991_4169.jpg,Irish_terrier
10410,n02091134,n02091134_13356.jpg,whippet
3993,n02108089,n02108089_10774.jpg,boxer
5014,n02097130,n02097130_4558.jpg,giant_schnauzer
3212,n02105251,n02105251_8082.jpg,briard
17935,n02092002,n02092002_4220.jpg,Scottish_deerhound
7085,n02111889,n02111889_9001.jpg,Samoyed
6701,n02104029,n02104029_4340.jpg,kuvasz
7812,n02098286,n02098286_1989.jpg,West_Highland_white_terrier
4744,n02107908,n02107908_2719.jpg,Appenzeller
13508,n02090622,n02090622_4038.jpg,borzoi
8673,n02097658,n02097658_2041.jpg,silky_terrier
1130,n02086646,n02086646_618.jpg,Blenheim_spaniel
16942,n02102318,n02102318_2919.jpg,cocker_spaniel
7550,n02108422,n02108422_2052.jpg,bull_mastiff
6916,n02111889,n02111889_5532.jpg,Samoyed
11034,n02108915,n02108915_2926.jpg,French_bulldog
149,n02112018,n02112018_5208.jpg,Pomeranian
17634,n02110063,n02110063_798.jpg,malamute
8742,n02097658,n02097658_642.jpg,silky_terrier
19646,n02100735,n02100735_4040.jpg,English_setter
4242,n02105505,n02105505_1988.jpg,komondor
18146,n02092002,n02092002_6339.jpg,Scottish_deerhound
17320,n02087046,n02087046_2193.jpg,toy_terrier
14634,n02091635,n02091635_142.jpg,otterhound
10981,n02108915,n02108915_2545.jpg,French_bulldog
17067,n02110958,n02110958_16082.jpg,pug
8755,n02097658,n02097658_611.jpg,silky_terrier
7111,n02111889,n02111889_10950.jpg,Samoyed
7487,n02108422,n02108422_4978.jpg,bull_mastiff
10339,n02107683,n02107683_3931.jpg,Bernese_mountain_dog
19930,n02093647,n02093647_2665.jpg,Bedlington_terrier
17416,n02095889,n02095889_1003.jpg,Sealyham_terrier
6906,n02102480,n02102480_5380.jpg,Sussex_spaniel
16983,n02102318,n02102318_487.jpg,cocker_spaniel
5315,n02085620,n02085620_2693.jpg,Chihuahua
9464,n02108551,n02108551_3840.jpg,Tibetan_mastiff
5087,n02097130,n02097130_2574.jpg,giant_schnauzer
20324,n02110627,n02110627_10225.jpg,affenpinscher
7279,n02093256,n02093256_14914.jpg,Staffordshire_bullterrier
2229,n02100236,n02100236_3629.jpg,German_short
8701,n02097658,n02097658_10289.jpg,silky_terrier
20129,n02096051,n02096051_2314.jpg,Airedale
20451,n02086910,n02086910_1409.jpg,papillon
11172,n02113186,n02113186_3169.jpg,Cardigan
18572,n02109525,n02109525_11465.jpg,Saint_Bernard
13020,n02089867,n02089867_758.jpg,Walker_hound
9806,n02091032,n02091032_2180.jpg,Italian_greyhound
15335,n02099849,n02099849_4457.jpg,Chesapeake_Bay_retriever
19624,n02100735,n02100735_9974.jpg,English_setter
16742,n02088094,n02088094_3836.jpg,Afghan_hound
20538,n02086910,n02086910_4505.jpg,papillon
4502,n02101388,n02101388_9691.jpg,Brittany_spaniel
12358,n02099601,n02099601_2359.jpg,golden_retriever
8097,n02088632,n02088632_3993.jpg,bluetick
7739,n02098286,n02098286_1015.jpg,West_Highland_white_terrier
1131,n02086646,n02086646_1936.jpg,Blenheim_spaniel
10357,n02107683,n02107683_2535.jpg,Bernese_mountain_dog
5473,n02097047,n02097047_2190.jpg,miniature_schnauzer
19772,n02099712,n02099712_854.jpg,Labrador_retriever
16042,n02110185,n02110185_12478.jpg,Siberian_husky
15495,n02102040,n02102040_3963.jpg,English_springer
4183,n02086079,n02086079_8229.jpg,Pekinese
10943,n02108915,n02108915_4303.jpg,French_bulldog
4651,n02089078,n02089078_1025.jpg,black
16136,n02110185,n02110185_2672.jpg,Siberian_husky
20544,n02086910,n02086910_4488.jpg,papillon
11967,n02097474,n02097474_2554.jpg,Tibetan_terrier
2777,n02101556,n02101556_1991.jpg,clumber
948,n02112706,n02112706_1688.jpg,Brabancon_griffon
2060,n02100877,n02100877_602.jpg,Irish_setter
5059,n02097130,n02097130_1119.jpg,giant_schnauzer
14787,n02088364,n02088364_8443.jpg,beagle
3136,n02104365,n02104365_7822.jpg,schipperke
16549,n02113978,n02113978_1482.jpg,Mexican_hairless
302,n02088238,n02088238_11148.jpg,basset
15622,n02091467,n02091467_1544.jpg,Norwegian_elkhound
14088,n02111500,n02111500_7420.jpg,Great_Pyrenees
19944,n02093647,n02093647_356.jpg,Bedlington_terrier
18176,n02094114,n02094114_1267.jpg,Norfolk_terrier
5478,n02097047,n02097047_2769.jpg,miniature_schnauzer
3840,n02091831,n02091831_13507.jpg,Saluki
18600,n02109525,n02109525_1100.jpg,Saint_Bernard
4315,n02105505,n02105505_3698.jpg,komondor
13235,n02111277,n02111277_4404.jpg,Newfoundland
18999,n02101006,n02101006_4203.jpg,Gordon_setter
13502,n02090622,n02090622_8764.jpg,borzoi
5283,n02105641,n02105641_2120.jpg,Old_English_sheepdog
12696,n02087394,n02087394_8716.jpg,Rhodesian_ridgeback
10392,n02107683,n02107683_4364.jpg,Bernese_mountain_dog
5846,n02095314,n02095314_367.jpg,wire
17976,n02092002,n02092002_198.jpg,Scottish_deerhound
7188,n02105162,n02105162_6301.jpg,malinois
8805,n02097658,n02097658_237.jpg,silky_terrier
1669,n02099429,n02099429_3024.jpg,curly
1220,n02086646,n02086646_356.jpg,Blenheim_spaniel
16311,n02106030,n02106030_16671.jpg,collie
11495,n02105056,n02105056_4904.jpg,groenendael
6149,n02115913,n02115913_2320.jpg,dhole
11318,n02093859,n02093859_321.jpg,Kerry_blue_terrier
11762,n02096177,n02096177_1748.jpg,cairn
13717,n02106166,n02106166_8068.jpg,Border_collie
9923,n02109047,n02109047_2475.jpg,Great_Dane
2850,n02101556,n02101556_5156.jpg,clumber
17259,n02087046,n02087046_7245.jpg,toy_terrier
15874,n02091244,n02091244_3874.jpg,Ibizan_hound
3759,n02091831,n02091831_13354.jpg,Saluki
14653,n02091635,n02091635_938.jpg,otterhound
7273,n02105162,n02105162_824.jpg,malinois
3106,n02104365,n02104365_6529.jpg,schipperke
3015,n02094433,n02094433_540.jpg,Yorkshire_terrier
18849,n02116738,n02116738_9232.jpg,African_hunting_dog
10044,n02107142,n02107142_1073.jpg,Doberman
10642,n02105855,n02105855_4048.jpg,Shetland_sheepdog
2539,n02102973,n02102973_411.jpg,Irish_water_spaniel
11273,n02093859,n02093859_3030.jpg,Kerry_blue_terrier
12249,n02102177,n02102177_1998.jpg,Welsh_springer_spaniel
3783,n02091831,n02091831_3061.jpg,Saluki
5073,n02097130,n02097130_864.jpg,giant_schnauzer
17800,n02115641,n02115641_11717.jpg,dingo
8633,n02098413,n02098413_9008.jpg,Lhasa
5422,n02085620,n02085620_4159.jpg,Chihuahua
10956,n02108915,n02108915_57.jpg,French_bulldog
10976,n02108915,n02108915_11207.jpg,French_bulldog
7976,n02088466,n02088466_7434.jpg,bloodhound
14062,n02111500,n02111500_533.jpg,Great_Pyrenees
10527,n02091134,n02091134_7606.jpg,whippet
3923,n02108089,n02108089_7259.jpg,boxer
12400,n02099601,n02099601_1768.jpg,golden_retriever
15784,n02091244,n02091244_2648.jpg,Ibizan_hound
13014,n02089867,n02089867_3177.jpg,Walker_hound
15134,n02092339,n02092339_6401.jpg,Weimaraner
16514,n02113978,n02113978_1349.jpg,Mexican_hairless
9888,n02109047,n02109047_34148.jpg,Great_Dane
6721,n02104029,n02104029_2659.jpg,kuvasz
13779,n02106166,n02106166_2198.jpg,Border_collie
4700,n02107908,n02107908_4964.jpg,Appenzeller
6562,n02112350,n02112350_2188.jpg,keeshond
121,n02112018,n02112018_6110.jpg,Pomeranian
2739,n02101556,n02101556_3708.jpg,clumber
9232,n02108000,n02108000_3138.jpg,EntleBucher
640,n02106382,n02106382_7088.jpg,Bouvier_des_Flandres
11389,n02093859,n02093859_3179.jpg,Kerry_blue_terrier
1328,n02105412,n02105412_7810.jpg,kelpie
9346,n02108000,n02108000_375.jpg,EntleBucher
6658,n02104029,n02104029_1599.jpg,kuvasz
2798,n02101556,n02101556_5694.jpg,clumber
10230,n02107683,n02107683_690.jpg,Bernese_mountain_dog
602,n02106382,n02106382_1633.jpg,Bouvier_des_Flandres
12531,n02089973,n02089973_569.jpg,English_foxhound
20308,n02110627,n02110627_11819.jpg,affenpinscher
19702,n02099712,n02099712_6421.jpg,Labrador_retriever
57,n02112018,n02112018_4597.jpg,Pomeranian
10938,n02108915,n02108915_7266.jpg,French_bulldog
8907,n02107574,n02107574_431.jpg,Greater_Swiss_Mountain_dog
16074,n02110185,n02110185_13423.jpg,Siberian_husky
8607,n02098413,n02098413_7598.jpg,Lhasa
12486,n02089973,n02089973_1623.jpg,English_foxhound
7854,n02098286,n02098286_3476.jpg,West_Highland_white_terrier
12838,n02107312,n02107312_496.jpg,miniature_pinscher
6302,n02113023,n02113023_2330.jpg,Pembroke
7530,n02108422,n02108422_1939.jpg,bull_mastiff
15907,n02091244,n02091244_1396.jpg,Ibizan_hound
2989,n02094433,n02094433_8535.jpg,Yorkshire_terrier
1297,n02105412,n02105412_1222.jpg,kelpie
7899,n02098286,n02098286_345.jpg,West_Highland_white_terrier
19322,n02113624,n02113624_8940.jpg,toy_poodle
11083,n02113186,n02113186_4628.jpg,Cardigan
16494,n02113978,n02113978_1069.jpg,Mexican_hairless
3069,n02104365,n02104365_8398.jpg,schipperke
1785,n02095570,n02095570_429.jpg,Lakeland_terrier
5616,n02090379,n02090379_4718.jpg,redbone
13093,n02089867,n02089867_3103.jpg,Walker_hound
1153,n02086646,n02086646_2772.jpg,Blenheim_spaniel
2698,n02096437,n02096437_3356.jpg,Dandie_Dinmont
4735,n02107908,n02107908_7232.jpg,Appenzeller
5794,n02095314,n02095314_3006.jpg,wire
18046,n02092002,n02092002_5960.jpg,Scottish_deerhound
15333,n02099849,n02099849_1830.jpg,Chesapeake_Bay_retriever
5878,n02095314,n02095314_792.jpg,wire
6737,n02104029,n02104029_4223.jpg,kuvasz
13593,n02090622,n02090622_8380.jpg,borzoi
7994,n02088466,n02088466_8201.jpg,bloodhound
9943,n02109047,n02109047_2358.jpg,Great_Dane
15266,n02099849,n02099849_3429.jpg,Chesapeake_Bay_retriever
1976,n02100877,n02100877_4099.jpg,Irish_setter
9544,n02098105,n02098105_214.jpg,soft
14108,n02111500,n02111500_9306.jpg,Great_Pyrenees
17551,n02095889,n02095889_1328.jpg,Sealyham_terrier
15287,n02099849,n02099849_3315.jpg,Chesapeake_Bay_retriever
1118,n02086646,n02086646_4298.jpg,Blenheim_spaniel
3254,n02105251,n02105251_5556.jpg,briard
8787,n02097658,n02097658_8018.jpg,silky_terrier
8356,n02096294,n02096294_8067.jpg,Australian_terrier
2087,n02100877,n02100877_3056.jpg,Irish_setter
14453,n02085936,n02085936_5067.jpg,Maltese_dog
18129,n02092002,n02092002_10060.jpg,Scottish_deerhound
9373,n02108000,n02108000_2586.jpg,EntleBucher
4216,n02105505,n02105505_4382.jpg,komondor
11876,n02096177,n02096177_218.jpg,cairn
20022,n02093647,n02093647_1630.jpg,Bedlington_terrier
2564,n02096437,n02096437_2117.jpg,Dandie_Dinmont
6187,n02115913,n02115913_2138.jpg,dhole
10149,n02107142,n02107142_15377.jpg,Doberman
5714,n02090379,n02090379_4871.jpg,redbone
15533,n02102040,n02102040_1306.jpg,English_springer
15225,n02092339,n02092339_14.jpg,Weimaraner
16112,n02110185,n02110185_9855.jpg,Siberian_husky
827,n02106662,n02106662_7960.jpg,German_shepherd
14103,n02111500,n02111500_5801.jpg,Great_Pyrenees
3230,n02105251,n02105251_7654.jpg,briard
1072,n02086646,n02086646_1476.jpg,Blenheim_spaniel
5904,n02090721,n02090721_3470.jpg,Irish_wolfhound
6456,n02112350,n02112350_9227.jpg,keeshond
19451,n02100583,n02100583_9522.jpg,vizsla
17562,n02095889,n02095889_4969.jpg,Sealyham_terrier
10460,n02091134,n02091134_17054.jpg,whippet
10091,n02107142,n02107142_2779.jpg,Doberman
8809,n02097658,n02097658_9978.jpg,silky_terrier
3462,n02113712,n02113712_599.jpg,miniature_poodle
19538,n02100735,n02100735_2684.jpg,English_setter
6447,n02113023,n02113023_6015.jpg,Pembroke
7139,n02105162,n02105162_5757.jpg,malinois
5390,n02085620,n02085620_2793.jpg,Chihuahua
13959,n02094258,n02094258_1691.jpg,Norwich_terrier
19576,n02100735,n02100735_10133.jpg,English_setter
3280,n02105251,n02105251_7666.jpg,briard
3990,n02108089,n02108089_13839.jpg,boxer
4872,n02109961,n02109961_10021.jpg,Eskimo_dog
4002,n02108089,n02108089_1956.jpg,boxer
10216,n02107683,n02107683_4649.jpg,Bernese_mountain_dog
2992,n02094433,n02094433_2328.jpg,Yorkshire_terrier
1349,n02105412,n02105412_4556.jpg,kelpie
8684,n02097658,n02097658_1693.jpg,silky_terrier
11026,n02108915,n02108915_6270.jpg,French_bulldog
3762,n02091831,n02091831_1696.jpg,Saluki
19695,n02099712,n02099712_6404.jpg,Labrador_retriever
16302,n02106030,n02106030_18950.jpg,collie
16083,n02110185,n02110185_12498.jpg,Siberian_husky
10186,n02107683,n02107683_2350.jpg,Bernese_mountain_dog
12241,n02102177,n02102177_2628.jpg,Welsh_springer_spaniel
7793,n02098286,n02098286_1036.jpg,West_Highland_white_terrier
18793,n02116738,n02116738_2770.jpg,African_hunting_dog
3729,n02091831,n02091831_13486.jpg,Saluki
14583,n02085936,n02085936_3947.jpg,Maltese_dog
2430,n02102973,n02102973_644.jpg,Irish_water_spaniel
12940,n02107312,n02107312_2967.jpg,miniature_pinscher
3446,n02113712,n02113712_211.jpg,miniature_poodle
6624,n02104029,n02104029_133.jpg,kuvasz
5761,n02095314,n02095314_1704.jpg,wire
16565,n02113978,n02113978_1480.jpg,Mexican_hairless
813,n02106662,n02106662_20036.jpg,German_shepherd
326,n02088238,n02088238_9257.jpg,basset
5254,n02105641,n02105641_169.jpg,Old_English_sheepdog
8928,n02107574,n02107574_2773.jpg,Greater_Swiss_Mountain_dog
16612,n02113978,n02113978_3843.jpg,Mexican_hairless
3635,n02112137,n02112137_8410.jpg,chow
3536,n02112137,n02112137_18174.jpg,chow
7576,n02108422,n02108422_2623.jpg,bull_mastiff
4068,n02086079,n02086079_17205.jpg,Pekinese
20237,n02110627,n02110627_12070.jpg,affenpinscher
15558,n02102040,n02102040_1157.jpg,English_springer
1783,n02095570,n02095570_3493.jpg,Lakeland_terrier
18899,n02101006,n02101006_4223.jpg,Gordon_setter
15768,n02091467,n02091467_7405.jpg,Norwegian_elkhound
5955,n02090721,n02090721_2068.jpg,Irish_wolfhound
110,n02112018,n02112018_2846.jpg,Pomeranian
15030,n02097209,n02097209_597.jpg,standard_schnauzer
5442,n02097047,n02097047_1825.jpg,miniature_schnauzer
15671,n02091467,n02091467_4879.jpg,Norwegian_elkhound
15891,n02091244,n02091244_4367.jpg,Ibizan_hound
9871,n02091032,n02091032_11998.jpg,Italian_greyhound
17505,n02095889,n02095889_4923.jpg,Sealyham_terrier
19335,n02113624,n02113624_1008.jpg,toy_poodle
14961,n02097209,n02097209_4183.jpg,standard_schnauzer
2835,n02101556,n02101556_9.jpg,clumber
14773,n02088364,n02088364_2566.jpg,beagle
20294,n02110627,n02110627_12808.jpg,affenpinscher
13855,n02094258,n02094258_279.jpg,Norwich_terrier
3925,n02108089,n02108089_12232.jpg,boxer
3309,n02105251,n02105251_8210.jpg,briard
5852,n02095314,n02095314_3316.jpg,wire
11745,n02110806,n02110806_3376.jpg,basenji
15646,n02091467,n02091467_6670.jpg,Norwegian_elkhound
15694,n02091467,n02091467_6955.jpg,Norwegian_elkhound
6555,n02112350,n02112350_7837.jpg,keeshond
3751,n02091831,n02091831_12881.jpg,Saluki
8954,n02107574,n02107574_2005.jpg,Greater_Swiss_Mountain_dog
14810,n02088364,n02088364_12303.jpg,beagle
8700,n02097658,n02097658_1616.jpg,silky_terrier
6836,n02102480,n02102480_4295.jpg,Sussex_spaniel
15593,n02091467,n02091467_4489.jpg,Norwegian_elkhound
1999,n02100877,n02100877_2939.jpg,Irish_setter
3490,n02113712,n02113712_2249.jpg,miniature_poodle
2822,n02101556,n02101556_5182.jpg,clumber
13171,n02111277,n02111277_10237.jpg,Newfoundland
3341,n02105251,n02105251_5337.jpg,briard
11749,n02110806,n02110806_5663.jpg,basenji
18007,n02092002,n02092002_5335.jpg,Scottish_deerhound
15422,n02099849,n02099849_2581.jpg,Chesapeake_Bay_retriever
9556,n02098105,n02098105_1791.jpg,soft
15581,n02102040,n02102040_3335.jpg,English_springer
12266,n02102177,n02102177_1028.jpg,Welsh_springer_spaniel
10187,n02107683,n02107683_4402.jpg,Bernese_mountain_dog
10332,n02107683,n02107683_1536.jpg,Bernese_mountain_dog
13585,n02090622,n02090622_1253.jpg,borzoi
13734,n02106166,n02106166_7454.jpg,Border_collie
8868,n02107574,n02107574_2356.jpg,Greater_Swiss_Mountain_dog
5468,n02097047,n02097047_5581.jpg,miniature_schnauzer
10568,n02091134,n02091134_16086.jpg,whippet
19481,n02100583,n02100583_702.jpg,vizsla
12180,n02102177,n02102177_3447.jpg,Welsh_springer_spaniel
9654,n02098105,n02098105_2462.jpg,soft
6416,n02113023,n02113023_13200.jpg,Pembroke
20277,n02110627,n02110627_11345.jpg,affenpinscher
8475,n02098413,n02098413_49.jpg,Lhasa
1326,n02105412,n02105412_1366.jpg,kelpie
12056,n02097474,n02097474_3816.jpg,Tibetan_terrier
1009,n02112706,n02112706_1561.jpg,Brabancon_griffon
15992,n02110185,n02110185_4677.jpg,Siberian_husky
5210,n02105641,n02105641_7060.jpg,Old_English_sheepdog
16027,n02110185,n02110185_1338.jpg,Siberian_husky
1975,n02100877,n02100877_5925.jpg,Irish_setter
11852,n02096177,n02096177_133.jpg,cairn
3662,n02112137,n02112137_16665.jpg,chow
11629,n02110806,n02110806_6282.jpg,basenji
17280,n02087046,n02087046_2185.jpg,toy_terrier
14655,n02091635,n02091635_1102.jpg,otterhound
20390,n02086910,n02086910_3478.jpg,papillon
9807,n02091032,n02091032_4323.jpg,Italian_greyhound
2319,n02099267,n02099267_3494.jpg,flat
13007,n02089867,n02089867_785.jpg,Walker_hound
2729,n02101556,n02101556_823.jpg,clumber
13852,n02094258,n02094258_2870.jpg,Norwich_terrier
5755,n02095314,n02095314_3189.jpg,wire
17171,n02110958,n02110958_353.jpg,pug
10396,n02107683,n02107683_2036.jpg,Bernese_mountain_dog
19084,n02093754,n02093754_4285.jpg,Border_terrier
20059,n02096051,n02096051_841.jpg,Airedale
18087,n02092002,n02092002_13565.jpg,Scottish_deerhound
6705,n02104029,n02104029_1313.jpg,kuvasz
6059,n02090721,n02090721_3999.jpg,Irish_wolfhound
11173,n02113186,n02113186_13413.jpg,Cardigan
1924,n02095570,n02095570_3391.jpg,Lakeland_terrier
4580,n02089078,n02089078_4497.jpg,black
13756,n02106166,n02106166_2458.jpg,Border_collie
7523,n02108422,n02108422_751.jpg,bull_mastiff
2161,n02100236,n02100236_1828.jpg,German_short
7503,n02108422,n02108422_3593.jpg,bull_mastiff
1800,n02095570,n02095570_2494.jpg,Lakeland_terrier
10906,n02108915,n02108915_4477.jpg,French_bulldog
19048,n02093754,n02093754_7902.jpg,Border_terrier
7878,n02098286,n02098286_2958.jpg,West_Highland_white_terrier
20545,n02086910,n02086910_4514.jpg,papillon
3340,n02105251,n02105251_8857.jpg,briard
13964,n02094258,n02094258_2617.jpg,Norwich_terrier
20490,n02086910,n02086910_7766.jpg,papillon
9946,n02109047,n02109047_6042.jpg,Great_Dane
11777,n02096177,n02096177_6700.jpg,cairn
20519,n02086910,n02086910_2994.jpg,papillon
2186,n02100236,n02100236_5956.jpg,German_short
1849,n02095570,n02095570_2767.jpg,Lakeland_terrier
1370,n02105412,n02105412_2164.jpg,kelpie
3284,n02105251,n02105251_8560.jpg,briard
7867,n02098286,n02098286_2895.jpg,West_Highland_white_terrier
16966,n02102318,n02102318_5075.jpg,cocker_spaniel
6054,n02090721,n02090721_5197.jpg,Irish_wolfhound
19095,n02093754,n02093754_7198.jpg,Border_terrier
16986,n02102318,n02102318_3121.jpg,cocker_spaniel
7343,n02093256,n02093256_4658.jpg,Staffordshire_bullterrier
5108,n02097130,n02097130_603.jpg,giant_schnauzer
3131,n02104365,n02104365_3383.jpg,schipperke
9387,n02108551,n02108551_598.jpg,Tibetan_mastiff
13386,n02113799,n02113799_6891.jpg,standard_poodle
18118,n02092002,n02092002_3500.jpg,Scottish_deerhound
19165,n02093754,n02093754_5660.jpg,Border_terrier
12547,n02089973,n02089973_1516.jpg,English_foxhound
12905,n02107312,n02107312_4741.jpg,miniature_pinscher
900,n02112706,n02112706_1230.jpg,Brabancon_griffon
14254,n02093991,n02093991_2442.jpg,Irish_terrier
13614,n02090622,n02090622_8009.jpg,borzoi
3912,n02108089,n02108089_11154.jpg,boxer
6278,n02113023,n02113023_1816.jpg,Pembroke
20392,n02086910,n02086910_2399.jpg,papillon
15301,n02099849,n02099849_1449.jpg,Chesapeake_Bay_retriever
12879,n02107312,n02107312_612.jpg,miniature_pinscher
5136,n02105641,n02105641_7902.jpg,Old_English_sheepdog
14956,n02097209,n02097209_1298.jpg,standard_schnauzer
14845,n02088364,n02088364_16502.jpg,beagle
17427,n02095889,n02095889_975.jpg,Sealyham_terrier
17719,n02110063,n02110063_1880.jpg,malamute
4851,n02109961,n02109961_3956.jpg,Eskimo_dog
6502,n02112350,n02112350_4801.jpg,keeshond
15262,n02099849,n02099849_927.jpg,Chesapeake_Bay_retriever
16976,n02102318,n02102318_9680.jpg,cocker_spaniel
18518,n02111129,n02111129_306.jpg,Leonberg
9439,n02108551,n02108551_3578.jpg,Tibetan_mastiff
12307,n02102177,n02102177_108.jpg,Welsh_springer_spaniel
16887,n02102318,n02102318_10645.jpg,cocker_spaniel
18766,n02116738,n02116738_2344.jpg,African_hunting_dog
18246,n02094114,n02094114_2955.jpg,Norfolk_terrier
17233,n02087046,n02087046_5661.jpg,toy_terrier
4685,n02107908,n02107908_5017.jpg,Appenzeller
2188,n02100236,n02100236_1687.jpg,German_short
13643,n02106166,n02106166_678.jpg,Border_collie
16868,n02102318,n02102318_8697.jpg,cocker_spaniel
5456,n02097047,n02097047_1487.jpg,miniature_schnauzer
11897,n02096177,n02096177_3476.jpg,cairn
381,n02088238,n02088238_9324.jpg,basset
17561,n02095889,n02095889_3799.jpg,Sealyham_terrier
9028,n02096585,n02096585_11836.jpg,Boston_bull
231,n02088238,n02088238_9864.jpg,basset
5424,n02085620,n02085620_10621.jpg,Chihuahua
13011,n02089867,n02089867_148.jpg,Walker_hound
1163,n02086646,n02086646_1182.jpg,Blenheim_spaniel
1619,n02099429,n02099429_1954.jpg,curly
9934,n02109047,n02109047_22006.jpg,Great_Dane
1833,n02095570,n02095570_4762.jpg,Lakeland_terrier
9458,n02108551,n02108551_2836.jpg,Tibetan_mastiff
14317,n02093991,n02093991_3330.jpg,Irish_terrier
7729,n02106550,n02106550_8994.jpg,Rottweiler
11625,n02110806,n02110806_839.jpg,basenji
14245,n02093991,n02093991_2663.jpg,Irish_terrier
12392,n02099601,n02099601_1259.jpg,golden_retriever
6586,n02112350,n02112350_9889.jpg,keeshond
308,n02088238,n02088238_2822.jpg,basset
826,n02106662,n02106662_9936.jpg,German_shepherd
10431,n02091134,n02091134_12827.jpg,whippet
4628,n02089078,n02089078_1304.jpg,black
2153,n02100236,n02100236_4508.jpg,German_short
7225,n02105162,n02105162_5327.jpg,malinois
15565,n02102040,n02102040_5449.jpg,English_springer
16959,n02102318,n02102318_239.jpg,cocker_spaniel
11384,n02093859,n02093859_2418.jpg,Kerry_blue_terrier
407,n02085782,n02085782_1059.jpg,Japanese_spaniel
8001,n02088466,n02088466_7429.jpg,bloodhound
3061,n02104365,n02104365_465.jpg,schipperke
13524,n02090622,n02090622_5775.jpg,borzoi
8977,n02107574,n02107574_2574.jpg,Greater_Swiss_Mountain_dog
18996,n02101006,n02101006_3288.jpg,Gordon_setter
2279,n02099267,n02099267_3843.jpg,flat
10316,n02107683,n02107683_2771.jpg,Bernese_mountain_dog
